# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename,Ring,PiStack,HBond,NumRotors,NumMethyl,SG
2036,(2-methylpropyl)cyclopentane,C9H18,0.0,1.0,3788-32-7,69826,,"InChI=1S/C9H18/c1-8(2)7-9-5-3-4-6-9/h8-9H,3-7H2,1-2H3",,-173.89,0.0,38.0,-171.83,446.63,9.0,38.0,424.11,2.0,2-methylpropyl-cyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2037,butan-2-ylcyclopentane,C9H18,0.0,1.0,4850-32-2,454666,521236.0,"InChI=1S/C9H18/c1-3-8(2)9-6-4-5-7-9/h8-9H,3-7H2,1-2H3",DCEHVBLXWODXCW-UHFFFAOYSA-N,-173.89,0.0,38.0,-165.47,446.63,9.0,38.0,416.6,2.0,butan-2-ylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2038,(2-methyl-2-propanyl)cyclopentane,C9H18,0.0,1.0,3875-52-3,454378,,"InChI=1S/C9H18/c1-9(2,3)8-6-4-5-7-8/h8H,4-7H2,1-3H3",,-177.36,0.0,38.0,-172.97,417.28,9.0,38.0,415.39,2.0,2-methyl-2-propanylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2039,1-methyl-1-propylcyclopentane,C9H18,0.0,1.0,16631-63-3,452955,519288.0,"InChI=1S/C9H18/c1-3-6-9(2)7-4-5-8-9/h3-8H2,1-2H3",HICYLMKNNFKEMK-UHFFFAOYSA-N,-153.37,0.0,38.0,-168.3,,,,410.89,2.0,1-methyl-1-propylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2040,"(1S,2R)-1-methyl-2-propylcyclopentane",C9H18,0.0,1.0,932-43-4,10179224,,"InChI=1S/C9H18/c1-3-5-9-7-4-6-8(9)2/h8-9H,3-7H2,1-2H3/t8-,9+/m0/s1",,-188.95,0.0,38.0,-172.39,413.79,9.0,38.0,415.26,2.0,1S2R-1-methyl-2-propylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2041,"(1S,2S)-1-methyl-2-propylcyclopentane",C9H18,0.0,1.0,932-44-5,20004138,,"InChI=1S/C9H18/c1-3-5-9-7-4-6-8(9)2/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0.0,38.0,-177.86,413.79,9.0,38.0,425.96,2.0,1S2S-1-methyl-2-propylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2042,"(1S,3R)-1-methyl-3-propylcyclopentane",C9H18,0.0,1.0,2443:4:2,4932504,6427086.0,"InChI=1S/C9H18/c1-3-4-9-6-5-8(2)7-9/h8-9H,3-7H2,1-2H3/t8-,9+/m0/s1",HRSBIYASWAILIF-DTWKUNHWSA-N,-188.95,0.0,38.0,-176.22,413.79,9.0,38.0,424.51,2.0,1S3R-1-methyl-3-propylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2043,"(1S,3S)-1-methyl-3-propylcyclopentane",C9H18,0.0,1.0,2443-03-0,20141132,,"InChI=1S/C9H18/c1-3-4-9-6-5-8(2)7-9/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0.0,38.0,-160.03,413.79,9.0,38.0,424.31,2.0,1S3S-1-methyl-3-propylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2044,1-methyl-1-(propan-2-yl)cyclopentane,C9H18,0.0,1.0,61828-00-0,457675,,"InChI=1S/C9H18/c1-8(2)9(3)6-4-5-7-9/h8H,4-7H2,1-3H3",,-158.65,0.0,38.0,-178.25,,,,407.35,1.0,1-methyl-1-propan-2-ylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2045,"(1R,2R)-1-methyl-2-(propan-2-yl)cyclopentane",C9H18,0.0,1.0,61868-01-7,4933332,,"InChI=1S/C9H18/c1-7(2)9-6-4-5-8(9)3/h7-9H,4-6H2,1-3H3/t8-,9-/m1/s1",,-194.23,0.0,38.0,-167.0,404.27,9.0,38.0,411.06,1.0,1R2R-1-methyl-2-propan-2-ylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2046,"(1S,2R)-1-methyl-2-(propan-2-yl)cyclopentane",C9H18,0.0,1.0,61828-01-1,4933338,,"InChI=1S/C9H18/c1-7(2)9-6-4-5-8(9)3/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1",,-194.23,0.0,38.0,-182.41,404.27,9.0,38.0,407.36,1.0,1S2R-1-methyl-2-propan-2-ylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2047,"(1R,3S)-1-methyl-3-(propan-2-yl)cyclopentane",C9H18,0.0,1.0,61828-02-2,,,"InChI=1S/C9H18/c1-7(2)9-5-4-8(3)6-9/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1",,-194.23,0.0,38.0,-180.69,404.27,9.0,38.0,418.62,1.0,1R3S-1-methyl-3-propan-2-ylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2048,"(1R,3R)-1-methyl-3-(propan-2-yl)cyclopentane",C9H18,0.0,1.0,61828-03-3,,,"InChI=1S/C9H18/c1-7(2)9-5-4-8(3)6-9/h7-9H,4-6H2,1-3H3/t8-,9-/m1/s1",,-194.23,0.0,38.0,-185.74,404.27,9.0,38.0,413.12,1.0,1R3R-1-methyl-3-propan-2-ylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2049,"1,1-diethylcyclopentane",C9H18,0.0,1.0,2721-38-2,453841,520297.0,"InChI=1S/C9H18/c1-3-9(4-2)7-5-6-8-9/h3-8H2,1-2H3",DPGQSDLGKGLNHC-UHFFFAOYSA-N,-153.37,0.0,38.0,-173.95,,,,404.6,2.0,11-diethylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2050,"(1R,2S)-1,2-diethylcyclopentane",C9H18,0.0,1.0,932-39-8,10179214,,"InChI=1S/C9H18/c1-3-8-6-5-7-9(8)4-2/h8-9H,3-7H2,1-2H3/t8-,9+",,-188.95,0.0,38.0,-165.72,413.79,9.0,38.0,411.04,2.0,1R2S-12-diethylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2051,"(1S,2S)-1,2-diethylcyclopentane",C9H18,0.0,1.0,932-40-1,20035478,,"InChI=1S/C9H18/c1-3-8-6-5-7-9(8)4-2/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0.0,38.0,-177.9,413.79,9.0,38.0,412.23,2.0,1S2S-12-diethylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2052,"(1R,3S)-1,3-diethylcyclopentane",C9H18,0.0,1.0,62016-59-5,4936358,6431020.0,"InChI=1S/C9H18/c1-3-8-5-6-9(4-2)7-8/h8-9H,3-7H2,1-2H3/t8-,9+",RUUVWUNHERVOAY-DTORHVGOSA-N,-188.95,0.0,38.0,-178.21,413.79,9.0,38.0,423.06,2.0,1R3S-13-diethylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2053,"(1S,3S)-1,3-diethylcyclopentane",C9H18,0.0,1.0,62016-60-8,20036141,,"InChI=1S/C9H18/c1-3-8-5-6-9(4-2)7-8/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0.0,38.0,-177.74,413.79,9.0,38.0,422.67,2.0,1S3S-13-diethylcyclopentane,2.0,0.0,0.0,2.0,2.0,0.0
2054,"(2R)-2-ethyl-1,1-dimethylcyclopentane",C9H18,0.0,1.0,54549-80-3,37535,,"InChI=1S/C9H18/c1-4-8-6-5-7-9(8,2)3/h8H,4-7H2,1-3H3/t8-/m1/s1",,-173.71,0.0,38.0,-176.76,,,,409.69,1.0,2R-2-ethyl-11-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2055,"(3R)-3-ethyl-1,1-dimethylcyclopentane",C9H18,0.0,1.0,62016-61-9,455358,,"InChI=1S/C9H18/c1-4-8-5-6-9(2,3)7-8/h8H,4-7H2,1-3H3/t8-/m1/s1",,-173.71,0.0,38.0,-191.56,,,,412.88,1.0,3R-3-ethyl-11-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2056,"(3Z)-2,4-dimethylhex-3-ene",C8H16,0.0,1.0,37549-89-6,4575899,,"InChI=1S/C8H16/c1-5-8(4)6-7(2)3/h6-7H,5H2,1-4H3/b8-6-",,-108.5,0.0,38.0,-109.82,439.98,9.0,38.0,424.24,2.0,3Z-24-dimethylhex-3-ene,0.0,0.0,0.0,2.0,4.0,0.0
2060,"(1R,2S)-1-ethyl-1,2-dimethylcyclopentane",C9H18,0.0,1.0,62016-63-1,,,"InChI=1S/C9H18/c1-4-9(3)7-5-6-8(9)2/h8H,4-7H2,1-3H3/t8-,9+/m0/s1",,-173.71,0.0,38.0,-177.69,,,,406.85,1.0,1R2S-1-ethyl-12-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2061,"(1R,2R)-1-ethyl-1,2-dimethylcyclopentane",C9H18,0.0,1.0,62016-62-0,,,"InChI=1S/C9H18/c1-4-9(3)7-5-6-8(9)2/h8H,4-7H2,1-3H3/t8-,9-/m1/s1",,-173.71,0.0,38.0,-174.8,,,,400.87,1.0,1R2R-1-ethyl-12-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2062,"(1S,2R,4S)-4-ethyl-1,2-dimethylcyclopentane",C9H18,0.0,1.0,62016-64-2,,,"InChI=1S/C9H18/c1-4-9-5-7(2)8(3)6-9/h7-9H,4-6H2,1-3H3/t7-,8+,9+",,-209.29,0.0,38.0,-181.4,,,,415.12,1.0,1S2R4S-4-ethyl-12-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2063,"(1S,2R,4R)-4-ethyl-1,2-dimethylcyclopentane",C9H18,0.0,1.0,62016-65-3,,,"InChI=1S/C9H18/c1-4-9-5-7(2)8(3)6-9/h7-9H,4-6H2,1-3H3/t7-,8+,9-",,-209.29,0.0,38.0,-183.01,,,,412.34,1.0,1S2R4R-4-ethyl-12-dimethylcyclopentane,2.0,0.0,0.0,1.0,3.0,0.0
2064,"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",C10H18,0.0,1.0,493-02-7,10265270,7044.0,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2/t9-,10-",NNBZCPXTIHJBJL-UHFFFAOYSA-N,-182.1,0.0,38.0,-185.48,373.89,0.0,38.0,379.59,0.0,trans-decalin,4.0,0.0,0.0,0.0,0.0,0.0
2065,"(1S,4S)-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",C10H18O,0.0,1.0,470-82-6,21111689,,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3/t8-,10+",,,,,-333.37,,,,414.01,0.0,eucalyptol,0.0,0.0,0.0,0.0,3.0,0.0
2066,fluoromethylidyne cation,CF+,1.0,1.0,33412-11-2,,,InChI=1S/CF/c1-2/q+1,,,,,1122.96,,,,199.78,0.0,fluoromethylidyne+,0.0,0.0,0.0,0.0,0.0,0.0
2069,2-(phosphonomethylamino)acetic acid,C3H8NO5P,0.0,1.0,1071-83-6,3376,3496.0,"InChI=1S/C3H8NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H2,7,8,9)",XDDAORKBJWWYJS-UHFFFAOYSA-N,,,,-1206.38,,,,460.33,4.0,glyphosphate,0.0,0.0,0.0,4.0,0.0,0.0
2070,N-(phosphonomethyl)glycine,C3H7NO5P-,-1.0,1.0,,,,"InChI=1S/C3H7NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H,7,8)",,,,,-1374.45,,,,440.87,4.0,glyphosphate-,0.0,0.0,0.0,4.0,0.0,0.0
2071,"2,5-dicarboxy-1,4-benzoquinone",C8H4O6,0.0,1.0,,21378339,,"InChI=1S/C8H4O6/c9-5-1-3(7(11)12)6(10)2-4(5)8(13)14/h1-2H,(H,11,12)(H,13,14)",,,,,-841.92,,,,447.04,2.0,25-dicarboxy-14-benzoquinone,1.0,0.0,1.3333333333333333,2.0,0.0,0.0
2077,N-methyl-1-propanaminium,C4H12N+,1.0,1.0,,5361665,,"InChI=1S/C4H11N/c1-3-4-5-2/h5H,3-4H2,1-2H3/p+1",,,,,521.93,,,,339.34,2.0,propyl-methylammonium,0.0,0.0,0.0,2.0,2.0,0.0
2078,"N,N-dimethyl-1-propanaminium",C5H14N+,1.0,1.0,,10300963,,"InChI=1S/C5H13N/c1-4-5-6(2)3/h4-5H2,1-3H3/p+1",,,,,498.62,,,,366.43,2.0,propyl-dimethylammonium,0.0,0.0,0.0,2.0,3.0,0.0
2115,"1,3-dichlorodibenzofuran",C12H6Cl2O,0.0,1.0,64126-85-8,43047,32437.0,InChI=1S/C12H6Cl2O/c13-8-5-6-10-11(12(8)14)7-3-1-2-4-9(7)15-10/h1-6H,VKIBKEFGJSPRJC-UHFFFAOYSA-N,,,,-9.86,,,,437.46,0.0,dichlorodibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2117,"1,2,4-trichloro-dibenzofuran",C12H5Cl3O,0.0,1.0,24478-73-7,459896,,InChI=1S/C12H5Cl3O/c13-7-5-8(14)12-10(11(7)15)6-3-1-2-4-9(6)16-12/h1-5H,,,,,-31.61,,,,467.39,0.0,124-trichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2121,"1,3,7-trichloro-dibenzofuran",C12H5Cl3O,0.0,1.0,64560-16-3,43167,,InChI=1S/C12H5Cl3O/c13-6-1-2-8-10(4-6)16-11-5-7(14)3-9(15)12(8)11/h1-5H,,,,,-45.27,,,,468.69,0.0,137-trichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2122,"1,4,9-trichloro-dibenzofuran",C12H5Cl3O,0.0,1.0,70648-13-4,46323,,InChI=1S/C12H5Cl3O/c13-6-2-1-3-9-10(6)11-7(14)4-5-8(15)12(11)16-9/h1-5H,,,,,-17.64,,,,472.04,0.0,149-trichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2124,"1,6-dichloro-dibenzofuran",C12H6Cl2O,0.0,1.0,5409-83-6,48015,,InChI=1S/C12H6Cl2O/c13-8-4-2-6-10-11(8)7-3-1-5-9(14)12(7)15-10/h1-6H,,,,,-12.41,,,,438.89,0.0,16-dichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2126,"2,8-dichlorodibenzofuran",C12H6Cl2O,0.0,1.0,43047-99-0,20217,21510.0,InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,,,,-11.64,,,,439.87,0.0,28-dichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2127,"4,6-dichloro-dibenzofuran",C12H6Cl2O,0.0,1.0,64560-13-0,459900,,InChI=1S/C12H6Cl2O/c13-9-5-1-3-7-8-4-2-6-10(14)12(8)15-11(7)9/h1-6H,,,,,-3.01,,,,439.92,0.0,46-dichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2128,"1,7-dichloro-dibenzofuran",C12H6Cl2O,0.0,1.0,94538-02-0,51195,,InChI=1S/C12H6Cl2O/c13-7-4-5-8-11(6-7)15-10-3-1-2-9(14)12(8)10/h1-6H,,,,,-17.62,,,,438.85,0.0,17-dichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2129,"3,7-dichloro-dibenzofuran",C12H6Cl2O,0.0,1.0,58802-21-4,39080,,InChI=1S/C12H6Cl2O/c13-7-1-3-9-10-4-2-8(14)6-12(10)15-11(9)5-7/h1-6H,,,,,-13.1,,,,439.8,0.0,37-dichloro-dibenzofuran,0.0,0.0,0.0,0.0,0.0,0.0
2178,"4-(1H-1,3-benzodiazol-2-yl)-1,3-thiazole",C10H7N3S,0.0,1.0,148-79-8,5237,,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",,,,,308.29,,,,422.04,1.0,4-1h-13-benzodiazol-2-yl-13-thiazole,0.0,0.0,0.0,1.0,0.0,0.0
2207,ethaneselenal,C2H4Se,0.0,1.0,67281-48-5,127232,144227.0,"InChI=1S/C2H4Se/c1-2-3/h2H,1H3",NAUQYHCDQLQSBG-UHFFFAOYSA-N,,,,121.33,,,,284.56,0.0,selenoacetaldehyde,0.0,0.0,0.0,0.0,1.0,0.0
2208,acetylarsane,C2H5AsO,0.0,1.0,534-33-8,19953483,,"InChI=1S/C2H5AsO/c1-2(3)4/h3H2,1H3",,,,,-58.69,,,,327.36,0.0,acetylarsane,0.0,0.0,0.0,0.0,1.0,0.0
2209,1H-phosphepine,C6H7P,0.0,1.0,291-71-4,24807429,17780655.0,InChI=1S/C6H7P/c1-2-4-6-7-5-3-1/h1-7H,GBMBLXQWVALWHS-UHFFFAOYSA-N,,,,249.46,,,,331.18,0.0,1H-phosphepine,1.0,0.0,0.0,0.0,0.0,0.0
2210,1H-arsepine,C6H7As,0.0,1.0,,29335915,,InChI=1S/C6H7As/c1-2-4-6-7-5-3-1/h1-7H,,,,,330.19,,,,344.15,0.0,1H-arsepine,1.0,0.0,0.0,0.0,0.0,0.0
2211,ethaneselenol,C2H6Se,0.0,1.0,593-69-1,4419054,5252527.0,"InChI=1S/C2H6Se/c1-2-3/h3H,2H2,1H3",HPMPVSNIXAYUGG-UHFFFAOYSA-N,,,,1.15,,,,300.75,0.0,ethaneselenol,0.0,0.0,0.0,0.0,1.0,0.0
2212,propan-2-ylphosphane,C3H9P,0.0,1.0,,468542,537979.0,"InChI=1S/C3H9P/c1-3(2)4/h3H,4H2,1-2H3",HHDLJTLPOGOXLR-UHFFFAOYSA-N,,,,-59.35,,,,318.07,0.0,Isopropylphosphine,0.0,0.0,0.0,0.0,2.0,0.0
2213,tert-butylphosphane,C4H11P,0.0,1.0,2501-94-2,109780,123165.0,"InChI=1S/C4H11P/c1-4(2,3)5/h5H2,1-3H3",ZGNPLWZYVAFUNZ-UHFFFAOYSA-N,,,,-92.43,,,,342.09,0.0,tert-butylphosphine,0.0,0.0,0.0,0.0,3.0,0.0
2214,tert-butylarsine,C4H11As,0.0,1.0,117791-53-4,70336,,"InChI=1S/C4H11As/c1-4(2,3)5/h5H2,1-3H3",,,,,-22.05,,,,356.11,0.0,tert-butylarsine,0.0,0.0,0.0,0.0,3.0,0.0
2216,oxogermane,GeH2O,0.0,1.0,12631-63-9,109989,123392.0,InChI=1S/GeH2O/c1-2/h1H2,DFIYWQBRYUCBMH-UHFFFAOYSA-N,,,,24.19,,,,254.43,0.0,oxogermane,0.0,0.0,0.0,0.0,0.0,0.0
2217,methaneselone,CH2Se,0.0,1.0,6596-50-5,21589,23068.0,InChI=1S/CH2Se/c1-2/h1H2,QKWLEZCBHBKUDK-UHFFFAOYSA-N,,,,165.21,,,,243.02,0.0,methaneselone,0.0,0.0,0.0,0.0,0.0,0.0
2218,diethylarsine,C4H11As,0.0,1.0,692-42-2,12205,,"InChI=1S/C4H11As/c1-3-5-4-2/h5H,3-4H2,1-2H3",,,,,-12.35,,,,376.54,2.0,diethylarsine,0.0,0.0,0.0,2.0,2.0,0.0
2219,diethylphosphane,C4H11P,0.0,1.0,627-49-6,74844,82948.0,"InChI=1S/C4H11P/c1-3-5-4-2/h5H,3-4H2,1-2H3",VZZJVOCVAZHETD-UHFFFAOYSA-N,,,,-85.76,,,,359.85,2.0,diethylphosphine,0.0,0.0,0.0,2.0,2.0,0.0
2220,dimethylphosphane,C2H7P,0.0,1.0,676-59-5,62810,69607.0,"InChI=1S/C2H7P/c1-3-2/h3H,1-2H3",YOTZYFSGUCFUKA-UHFFFAOYSA-N,,,,-53.02,,,,293.31,0.0,dimethylphosphine,0.0,0.0,0.0,0.0,2.0,0.0
2221,phosphinane,C5H11P,0.0,1.0,4743-40-2,121965,138339.0,"InChI=1S/C5H11P/c1-2-4-6-5-3-1/h6H,1-5H2",VXTFGYMINLXJPW-UHFFFAOYSA-N,,,,-60.92,,,,327.59,0.0,phosphinane,3.0,0.0,0.0,0.0,0.0,0.0
2222,ethylarsine,C2H7As,0.0,1.0,593-59-9,11150,,"InChI=1S/C2H7As/c1-2-3/h2-3H2,1H3",,,,,38.88,,,,305.04,0.0,ethylarsine,0.0,0.0,0.0,0.0,1.0,0.0
2223,ethylphosphane,C2H7P,0.0,1.0,593-68-0,120154,136382.0,"InChI=1S/C2H7P/c1-2-3/h2-3H2,1H3",JLHMVTORNNQCRM-UHFFFAOYSA-N,,,,-31.9,,,,290.73,0.0,ethylphosphane,0.0,0.0,0.0,0.0,1.0,0.0
2224,ethylidynephosphane,C2H3P,0.0,1.0,34627-31-1,125186,141910.0,InChI=1S/C2H3P/c1-2-3/h1H3,KECHNHGPNWSPDK-UHFFFAOYSA-N,,,,166.95,,,,263.39,0.0,1-phosphapropyne,0.0,0.0,0.0,0.0,1.0,0.0
2225,germylidenegermane,Ge2H4,0.0,1.0,82323-93-1,24770080,,InChI=1S/Ge2H4/c1-2/h1-2H2,,,,,271.72,,,,288.27,0.0,digermene,0.0,0.0,0.0,0.0,0.0,0.0
2226,ethenylgermane,C2H6Ge,0.0,1.0,34292-00-7,25941986,,"InChI=1S/C2H6Ge/c1-2-3/h2H,1H2,3H3",,,,,143.29,,,,300.27,0.0,vinylgermane,0.0,0.0,0.0,0.0,0.0,0.0
2227,1H-arsindole,C8H7As,0.0,1.0,54531-52-1,10669876,,"InChI=1S/C8H7As/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",,,,,278.6,,,,358.09,0.0,polybenzarsol,0.0,0.0,0.0,0.0,0.0,0.0
2228,acridophosphine,C13H9P,0.0,1.0,398-14-1,120013,136238.0,InChI=1S/C13H9P/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h1-9H,JMEUMYQNFUOXNM-UHFFFAOYSA-N,,,,287.19,,,,411.37,0.0,acridophosphine,0.0,0.0,0.0,0.0,0.0,0.0
2230,ethynylgermane,C2H4Ge,0.0,1.0,,25941040,,"InChI=1S/C2H4Ge/c1-2-3/h1H,3H3",,,,,289.8,,,,289.75,0.0,ethynylgermane,0.0,0.0,0.0,0.0,0.0,0.0
2231,ethylidynegermane,C2H4Ge,0.0,1.0,292832-79-2,29337464,101073240.0,"InChI=1S/C2H4Ge/c1-2-3/h3H,1H3",WLWCXEWANUNFDD-UHFFFAOYSA-N,,,,425.56,,,,301.0,0.0,ethylidynegermane,0.0,0.0,0.0,0.0,1.0,0.0
2232,"1,2-selenazole",C3H3NSe,0.0,1.0,288-18-6,10569578,,InChI=1S/C3H3NSe/c1-2-4-5-3-1/h1-3H,,,,,218.27,,,,293.89,0.0,12-selenazole,0.0,0.0,0.0,0.0,0.0,0.0
2233,oxaphosphole,C3H3OP,0.0,1.0,288-20-0,29319676,,InChI=1S/C3H3OP/c1-2-4-5-3-1/h1-3H,,,,,-60.02,,,,282.75,0.0,12-oxaphosphole,0.0,0.0,0.0,0.0,0.0,0.0
2234,germaacetylene,CH2Ge,0.0,1.0,,25933987,,InChI=1S/CH2Ge/c1-2/h1-2H,,,,,464.35,,,,254.44,0.0,germaacetylene,0.0,0.0,0.0,0.0,0.0,0.0
2235,germyloxygermane,Ge2H6O,0.0,1.0,14939-17-4,17616641,,InChI=1S/Ge2H6O/c1-3-2/h1-2H3,,,,,-133.29,,,,355.61,0.0,digermoxane,0.0,0.0,0.0,0.0,0.0,0.0
2236,silyloxysilane,H6OSi2,0.0,1.0,13597-73-4,109921,123318.0,InChI=1S/H6OSi2/c2-1-3/h2-3H3,KPUWHANPEXNPJT-UHFFFAOYSA-N,,,,-349.8,,,,340.25,0.0,disiloxane,0.0,0.0,0.0,0.0,0.0,0.0
2237,methylselanylethane,C3H8Se,0.0,1.0,37773-04-9,19112577,,"InChI=1S/C3H8Se/c1-3-4-2/h3H2,1-2H3",,,,,-18.27,,,,340.01,0.0,methylselanylethane,0.0,0.0,0.0,1.0,2.0,0.0
2238,trimethylarsane,C3H9As,0.0,1.0,593-88-4,62200,68978.0,InChI=1S/C3H9As/c1-4(2)3/h1-3H3,HTDIUWINAKAPER-UHFFFAOYSA-N,,,,-23.26,,,,345.0,0.0,trimethylarsine,0.0,0.0,0.0,0.0,3.0,0.0
2239,1-benzoselenophene,C8H6Se,0.0,1.0,272-30-0,119859,136082.0,InChI=1S/C8H6Se/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,BNRDGHFESOHOBF-UHFFFAOYSA-N,,,,217.0,,,,351.38,0.0,1-benzoselenophene,0.0,0.0,0.0,0.0,0.0,0.0
2240,benzeneselenol,C6H6Se,0.0,1.0,645-96-5,62734,,"InChI=1S/C6H6Se/c7-6-4-2-1-3-5-6/h1-5,7H",,,,,159.54,,,,351.56,0.0,benzeneselenol,0.0,0.0,0.0,0.0,0.0,0.0
2241,sulfanylsilane,H4SSi,0.0,1.0,14044-97-4,123178,139670.0,"InChI=1S/H4SSi/c1-2/h1H,2H3",TXDNPSYEJHXKMK-UHFFFAOYSA-N,,,,-28.57,,,,272.74,0.0,silanethiol,0.0,0.0,0.0,0.0,0.0,0.0
2242,selenane,C5H10Se,0.0,1.0,4740-43-6,553531,637961.0,InChI=1S/C5H10Se/c1-2-4-6-5-3-1/h1-5H2,WWFRMNXCYGEFPA-UHFFFAOYSA-N,,,,-20.45,,,,337.18,0.0,selenane,3.0,0.0,0.0,0.0,0.0,0.0
2243,methylidynesilane,CH2Si,0.0,1.0,,4321526,5148051.0,InChI=1S/CH2Si/c1-2/h1-2H,CZEKVRCBQIUXJU-UHFFFAOYSA-N,,,,454.57,,,,241.77,0.0,methylidynesilane,0.0,0.0,0.0,0.0,0.0,0.0
2244,silanone,SiH2O,0.0,1.0,,3357617,,InChI=1S/H2OSi/c1-2/h2H2,,,,,-100.47,,,,240.73,0.0,silanone,0.0,0.0,0.0,0.0,0.0,0.0
2245,silylformonitrile,CH3NSi,0.0,1.0,29210-66-0,124800,141467.0,InChI=1S/CH3NSi/c2-1-3/h3H3,LCHWKMAWSZDQRD-UHFFFAOYSA-N,,,,128.18,,,,272.69,0.0,silanecarbonitrile,0.0,0.0,0.0,0.0,0.0,0.0
2246,dimethylsilanone,C2H7OSi,0.0,1.0,109946-28-3,23157,,InChI=1S/C2H6OSi/c1-4(2)3/h1-2H3,,,,,-252.97,,,,337.42,0.0,dimethylsilanone,0.0,0.0,0.0,0.0,2.0,0.0
2248,white phosphor,P4,0.0,1.0,12185-10-3,109894,,InChI=1S/P4/c1-2-3(1)4(1)2,,58.99,2.09,24.0,61.08,280.07,0.0,38.0,300.51,0.0,tetraphosphor,0.0,0.0,0.0,0.0,0.0,0.0
2250,"tricyclo[1.1.0.02,4]tetraarsane",As4,0.0,1.0,12187-08-5,122829,,InChI=1S/As4/c1-2-3(1)4(1)2,,,,,186.89,,,,348.03,0.0,tetraarsenic,0.0,0.0,0.0,0.0,0.0,0.0
2252,pyrimidin-4-amine,C4H5N3,0.0,1.0,163133-86-6,62181,68958.0,"InChI=1S/C4H5N3/c5-4-1-2-6-3-7-4/h1-3H,(H2,5,6,7)",OYRRZWATULMEPF-UHFFFAOYSA-N,,,,151.11,,,,312.28,0.0,4-aminopyrimidine,0.0,0.0,0.0,0.0,0.0,0.0
2285,potassium sodium,KNa,0.0,1.0,,17339633,,InChI=1S/K.Na,,,,,131.11,,,,239.47,0.0,sodium-potassium,0.0,0.0,0.0,0.0,0.0,0.0
